Picture,FragID,Genotype,file,AOI,Tank
30,1727J,1727,30_1739_1734,3,T3
30,1745K,1745,30_1739_1734,4,T3
30,1736O,1736,30_1739_1734,5,T3
30,1725J,1725,30_1739_1734,6,T3
30,1758H,1758,30_1739_1734,7,T3
31,1734L,1734,31_1734_1728_2,1,T3
31,1732I,1732,31_1734_1728_2,2,T3
31,1738K,1738,31_1734_1728_2,3,T3
31,1738M,1738,31_1734_1728_2,4,T3
31,1727D,1727,31_1734_1728_2,5,T3
31,1726G,1726,31_1734_1728_2,6,T3
32,1735J,1735,32_1735_1757_2,1,T3
32,1757A,1757,32_1735_1757_2,2,T3
32,1741N,1741,32_1735_1757_2,3,T3
32,1727A,1727,32_1735_1757_2,4,T3
32,1737D,1737,32_1735_1757_2,5,T3
32,1748O,1748,32_1735_1757_2,6,T3
32,1737I,1737,32_1735_1757_2,7,T3
32,17BLANK,17BL,32_1735_1757_2,8,T3
33,1752I,1752,33_1752_1738,1,T3
33,1738D,1738,33_1752_1738,2,T3
33,1738B,1738,33_1752_1738,3,T3
33,1757K,1757,33_1752_1738,4,T3
33,1732L,1732,33_1752_1738,5,T3
33,1737N,1737,33_1752_1738,6,T3
33,1758F,1758,33_1752_1738,7,T3
33,1758L,1758,33_1752_1738,8,T3
33,1736B,1736,33_1752_1738,9,T3
34,1722O,1722,34_1722_1751,1,T3
34,1751A,1751,34_1722_1751,2,T3
34,1732N,1732,34_1722_1751,3,T3
34,1737L,1737,34_1722_1751,4,T3
34,1743H,1743,34_1722_1751,5,T3
34,1728C,1728,34_1722_1751,6,T3
34,1759M,1759,34_1722_1751,7,T3
34,1733H,1733,34_1722_1751,8,T3
34,1729K,1729,34_1722_1751,9,T3
35,1753J,1753,35_1753_1731_2,1,T3
35,1731B,1731,35_1753_1731_2,2,T3
35,1731I,1731,35_1753_1731_2,3,T3
35,1721C,1721,35_1753_1731_2,4,T3
35,1728O,1728,35_1753_1731_2,5,T3
35,1739G,1739,35_1753_1731_2,6,T3
35,1735A,1735,35_1753_1731_2,7,T3
36,1757H,1757,36_1757_1721,1,T3
36,1721K,1721,36_1757_1721,2,T3
36,1722M,1722,36_1757_1721,3,T3
36,1747E,1747,36_1757_1721,4,T3
36,1743O,1743,36_1757_1721,5,T3
36,1722A,1722,36_1757_1721,6,T3
36,1753I,1753,36_1757_1721,7,T3
36,1731E,1731,36_1757_1721,8,T3
36,1759F,1759,36_1757_1721,9,T3
37,1748J,1748,37_1748_1755,1,T3
37,1755A,1755,37_1748_1755,2,T3
37,1743I,1743,37_1748_1755,3,T3
37,1735C,1735,37_1748_1755,4,T3
37,1747A,1747,37_1748_1755,5,T3
37,1750F,1750,37_1748_1755,6,T3
37,1729D,1729,37_1748_1755,7,T3
38,1757B,1757,38_1757_1747,1,T3
38,1747J,1747,38_1757_1747,2,T3
38,1722E,1722,38_1757_1747,3,T3
38,1750L,1750,38_1757_1747,4,T3
38,1752A,1752,38_1757_1747,5,T3
38,1723I,1723,38_1757_1747,6,T3
38,1727B,1727,38_1757_1747,8,T3
39,1755L,1755,39_1755_1755,1,T3
39,1755K,1755,39_1755_1755,2,T3
39,1748G,1748,39_1755_1755,3,T3
39,1725C,1725,39_1755_1755,4,T3
40,1753O,1753,40_1753_1722,1,T3
40,1722K,1722,40_1753_1722,2,T3
40,1729B,1729,40_1753_1722,3,T3
40,1745E,1745,40_1753_1722,4,T3
40,1733I,1733,40_1753_1722,5,T3
40,1721F,1721,40_1753_1722,6,T3
40,1745M,1745,40_1753_1722,7,T3
40,1739L,1739,40_1753_1722,8,T3
40,1728E,1728,40_1753_1722,9,T3
